"RED","GREEN","BLUE"
52.7935349562622,54.1372427192887,57.1522940252575
59.0815210904907,56.6144941943887,48.6015074622675
53.2709524012106,53.1501657767743,51.5279887779709
48.0650394859708,48.7247099158461,51.5280283200404
62.1538103086339,56.4833013061546,42.5851349337081
56.906329203856,53.060190979523,42.4654521143197
51.2228615456453,48.1741038350373,41.5350069916753
45.2203855018691,44.1971599338456,42.7413902414264
42.4085055123172,43.6966401197484,47.3655139708831
59.1584762934719,51.9136561122985,37.1529802907389
53.3433087416154,49.0179642440935,34.4172583822375
48.2329037101263,44.5041631070161,36.2051960368874
42.7728451094791,39.7513215172872,37.2076800603505
35.8133596365118,36.5860199866742,40.0438417932551
60.4681048015221,52.1556525028017,29.1564577676144
50.5213035805816,45.9301955544698,29.6848175237905
47.4245853095063,43.073872731918,29.9087063274546
43.9748569267142,39.5955446528654,31.5750203914468
38.2430464148945,35.7042666622949,31.8723312653953
30.1624802320613,30.8306142698357,34.758917753937
54.5792498768407,47.1450657202336,26.5893792136776
48.5288039299896,42.6612031443945,25.3227783692773
43.8176080315376,39.2540040550033,26.0668157615692
33.8525342803836,31.6507863619305,28.9781819240939
26.3635508488949,26.0642413937218,29.4704568638873
69.5455445293241,54.9176260324605,26.327239620327
60.4784994120303,47.7928392778127,21.600156881717
50.6277441311955,43.1958505332797,21.4367642480349
43.6404489010632,37.2279965277741,22.295064743131
37.7659623634372,33.2384977467558,24.5211319330904
31.8181083466193,27.5941969631887,23.6019150154296
23.1316137989126,21.6928687385587,24.4239420574239
65.5930109157754,51.8205416233606,24.492194617784
56.175421307612,43.8269875394126,18.4244400277208
47.8164879389398,39.0196895883046,18.3111412661652
39.6302535530339,32.2232392744849,18.7787552329747
32.2734007162859,26.8611115315508,15.938546987287
12.8959705521248,11.9440985349468,15.6381404080078
70.9484816819127,54.1175460473189,20.1981197241778
62.7350286163677,47.5370797491692,16.9644387106981
53.5925738762722,40.8460380850306,14.396267840508
43.8563919386848,34.8181475201025,13.8115659002246
39.7213431002366,30.5229262486069,11.1416791542641
18.6394552626925,17.4849415764964,20.3258039007901
6.23462152109799,5.32033552730421,9.97994752878204
68.18126039752,50.746200019025,16.7801847683831
58.6300780579729,43.0871435494703,12.2228622513291
49.6610695114021,37.2277306701535,11.322969881374
42.0639240783184,28.920676552681,6.29448445641501
33.7850895690093,25.3206299427815,7.60449992447356
27.6574446717495,21.9282432547976,11.8112026443479
